Id,ImportTS,Date,Open,High,Low,Close,Adjusted_close,Volume
7fe0ce5942a052305c5cfcd17463c522,2023-06-20T17:52:57.489539,2022-06-20,68260.8,68599.9,66491.45,66651.55,66527.28,6721
0842a476e333efeb6e98b6c882aa2e90,2023-06-20T17:52:57.489539,2022-06-21,66658,68299.95,66658,68091.55,67964.59,5942
ab646f9c62ae4f94ee4536ebd5823419,2023-06-20T17:52:57.489539,2022-06-22,67600,68230,67350,68040.6,67913.74,4849
2ec31f6a48c9a82a12d9ed66cd22bb44,2023-06-20T17:52:57.489539,2022-06-23,68040.6,69280,68040.55,69006.2,68877.54,7455
f56297d6f1bd818a075c3dd9530b42c4,2023-06-20T17:52:57.489539,2022-06-24,68900,70775,68900,70553,70421.45,12532
cc91618990466e93fdb823db0c1e2761,2023-06-20T17:52:57.489539,2022-06-27,71200,71907.7,70900,71221.75,71088.96,8117
44a37f7b154a22761298ae962b4530e0,2023-06-20T17:52:57.489539,2022-06-28,71000,72599.75,70567.7,72268.65,72133.9,10643
10559d9465dcf023e976544a4863a595,2023-06-20T17:52:57.489539,2022-06-29,71567,72000,71150,71523.75,71390.39,6071
db18fc65bec1b23b6bad2b44b4ea54f5,2023-06-20T17:52:57.489539,2022-06-30,71748,72099.8,70425,70800.9,70668.89,6089
4891490de10963d442f996630f0d65ce,2023-06-20T17:52:57.489539,2022-07-01,70300,72500,70300,72194.3,72059.69,5409
591cc99cc6201261c12f3218b3e66fe2,2023-06-20T17:52:57.489539,2022-07-04,71900,72499.85,71600,71776.45,71642.62,4102
5eb24b6a862ff90a8cb400808bb953d4,2023-06-20T17:52:57.489539,2022-07-05,72000,72340,71056.45,71221.15,71088.36,3862
333cbc2ddd991f0c2822a5f4ae5daf19,2023-06-20T17:52:57.489539,2022-07-06,71721.95,73500,71499.45,73230.2,73093.66,7785
1b9db532ca4547fcfac3d8a68add5bae,2023-06-20T17:52:57.489539,2022-07-07,73825,75500,73346.3,75337.9,75197.43,12354
a4c5c2d187b690d8b0b42a08f832222c,2023-06-20T17:52:57.489539,2022-07-08,75337.9,76454,75335.05,76044.95,75903.16,10071
7253cb2f2c0086be57cacf4008fb2754,2023-06-20T17:52:57.489539,2022-07-11,76000,76500,75300,76375.85,76233.45,8025
68135767c57cbb8ada88cce99577293e,2023-06-20T17:52:57.489539,2022-07-12,76000,76900,75829.05,76664.65,76521.71,7467
46fa4f887d173b75f87775d8378cbe1b,2023-06-20T17:52:57.489539,2022-07-13,76674,77600,76674,77273.75,77129.67,7992
f4adf0181239b9608c46e3b8cbd4b6b9,2023-06-20T17:52:57.489539,2022-07-14,77399.8,77863.45,76532.3,77414.9,77270.56,6630
a2df33057a4a2a5bd0587b87a11ccfc4,2023-06-20T17:52:57.489539,2022-07-15,77724,79729.65,77629.55,79558.1,79409.76,14260
aa0919572271601c9dccb554fa5de7be,2023-06-20T17:52:57.489539,2022-07-18,79602,80998.95,79600,80742.5,80591.95,15460
d74f99fbfbf33026ca36edf53370987f,2023-06-20T17:52:57.489539,2022-07-19,80500,80820.9,79191.55,79941.8,79792.75,8431
24d76e259ec4826b3df29fd6e19f2347,2023-06-20T17:52:57.489539,2022-07-20,80075,80618.85,79400,79784.6,79635.84,7028
610bdf90777103b8c8dae08d863a4917,2023-06-20T17:52:57.489539,2022-07-21,79630,80418.4,79555,80178.4,80028.91,6751
c9cf995b8f2301e56f344411007e7c50,2023-06-20T17:52:57.489539,2022-07-22,80290,80738,79136.3,79400.6,79252.56,6537
37e6b0c536c6fd23bb839d7ed3405c48,2023-06-20T17:52:57.489539,2022-07-25,79600,81198.95,79531.8,80834.05,80683.33,11727
961ada60a96ca4ef472724529b880908,2023-06-20T17:52:57.489539,2022-07-26,80829,80965.75,79830.8,80150.2,80000.76,5871
3feaaff78f5189f055760ff9eafc4c01,2023-06-20T17:52:57.489539,2022-07-27,80150,80971,79650,80864.95,80859.45,5546
a8785b8a230dff1a2a246ece6ecf52c4,2023-06-20T17:52:57.489539,2022-07-28,81010,83300,81010,83046.5,83040.85,14509
307fa9a9951c957334cf10a92c84b23a,2023-06-20T17:52:57.489539,2022-07-29,83479,83970,82552.3,83818.15,83812.45,12547
df88a62bd098e066d42a7443d20f3e52,2023-06-20T17:52:57.489539,2022-08-01,84000,87400,83998.35,86950.35,86944.44,16248
0ddefd21ce5982228e4287d441b003f3,2023-06-20T17:52:57.489539,2022-08-02,86930,88950,86300,88173.15,88167.15,18522
b9b377c94d9acb22c6252af1aca69faa,2023-06-20T17:52:57.489539,2022-08-03,88174,88950,87216.75,88738.95,88732.91,15400
24e975e2c713685095a4d34e646c2093,2023-06-20T17:52:57.489539,2022-08-04,88988.95,89499.9,87736.65,88711.8,88705.77,11181
6f544d7effa0e1e315383f652c2b3663,2023-06-20T17:52:57.489539,2022-08-05,89000,89150,87855.95,88895.45,88889.4,9228
a222e17e783c32aac715371da232575a,2023-06-20T17:52:57.489539,2022-08-08,88500.05,88900,87500,87717.5,87711.53,8338
0c1efb82403ae028f26bfb015adb28e2,2023-06-20T17:52:57.489539,2022-08-10,86805,87234.9,82610,83466.6,83460.92,26092
94fd62d0722f113567b1d20ecf2be5f7,2023-06-20T17:52:57.489539,2022-08-11,83999,84598,82101,82500.7,82495.09,12363
e0fa73cccec5507c0b7cab8f40ccb4a3,2023-06-20T17:52:57.489539,2022-08-12,82995,84338.2,82271.55,83130.85,83125.2,10606
ce4f8a73d40b5c1b6111056549b39fb1,2023-06-20T17:52:57.489539,2022-08-16,83500,87593.3,83400.1,86971.45,86965.53,28904
5c90832474e9ee2e7d41f1f912d4e72c,2023-06-20T17:52:57.489539,2022-08-17,87000,87925.3,86381,86853.6,86847.69,18111
ea0e0a1b929eaa70c4a53611f70bfd08,2023-06-20T17:52:57.489539,2022-08-18,86844.95,87988.05,85806.3,87591.55,87585.59,14967
f0718d6b1c0bdd074e14ab35311d141a,2023-06-20T17:52:57.489539,2022-08-19,87989,88361.85,86436.95,86825.9,86819.99,11885
77dd7a33e4a6174f937d30f56f5c45cd,2023-06-20T17:52:57.489539,2022-08-22,86808.95,86876.95,84510,84828.25,84822.48,11433
ce89b31b0f51b134ae1ff35d763c08d9,2023-06-20T17:52:57.489539,2022-08-23,83930,86779.95,83800,85895.45,85889.61,13741
e45bade2e1518ad1b6a82c667add533b,2023-06-20T17:52:57.489539,2022-08-24,85799.95,86699.75,84800.05,85264.5,85258.7,8432
926a0c66f7145687b91d53ac804fa313,2023-06-20T17:52:57.489539,2022-08-25,85599,86500,85178.8,85445,85439.19,12922
d1b634d580ea69f3ca68eb730b46703e,2023-06-20T17:52:57.489539,2022-08-26,86400,86445,85000,85272.25,85266.45,6083
e47fd890355062ac10ba951604e69609,2023-06-20T17:52:57.489539,2022-08-29,84629.95,84894.75,83479,84418.65,84412.91,5901
931219434e795773abb5a08e4bcb4c1f,2023-06-20T17:52:57.489539,2022-08-30,84895,86263.8,84740,85364.95,85359.14,14199
6c11b8c4090c4d561f8790226c9ec4b2,2023-06-20T17:52:57.489539,2022-09-01,85444,85982.9,84500,85142.75,85136.96,6632
619ff98fcea2d5bfeb39f682a52a9c4c,2023-06-20T17:52:57.489539,2022-09-02,85795,85979.25,84202,84356.9,84351.16,7733
c6b380d8d90b4ddfa0741c681b7f4cf4,2023-06-20T17:52:57.489539,2022-09-05,84889,85100,84101.3,84254.05,84248.32,4058
35ffe07a6174475ea77c635c4caeb3ca,2023-06-20T17:52:57.489539,2022-09-06,84779.45,85889.95,84412.05,85257.7,85251.9,11784
cb0335dcfb03cb36699ecc56cc5fe492,2023-06-20T17:52:57.489539,2022-09-07,84900,85910.95,84900,85133.3,85127.51,5967
4a46edcbdd265ccf8545cf9a059b56a4,2023-06-20T17:52:57.489539,2022-09-08,85599,86449.9,85220,85396.4,85390.59,7893
4828bf2899ce5bd22e1f5c8915f7cf39,2023-06-20T17:52:57.489539,2022-09-09,85838.35,85990,84013,84208.05,84202.32,6406
4fccb745fbbadbaf3383c9ebfe61e4ad,2023-06-20T17:52:57.489539,2022-09-12,84550,85900,84250,85808.3,85802.46,8568
7afc3e08411e294161966d83b3710560,2023-06-20T17:52:57.489539,2022-09-13,86000.1,86350,85315.05,85551.25,85545.43,5533
a3b312bc7be071bb27f0eb8c5d6ce659,2023-06-20T17:52:57.489539,2022-09-14,83750,86444.05,83750,86071.7,86065.85,9618
ebbb5a5dc6d1e12244f255bb9139fe76,2023-06-20T17:52:57.489539,2022-09-15,86488,93887,85685.15,92868.45,92862.13,66242
f85ab9ccf4cb96f2c526c0ac1761ca31,2023-06-20T17:52:57.489539,2022-09-16,92490,93200,85716,86112.85,86106.99,52693
0f59cc9cd4a2ab6262e4e52f60c3e0b1,2023-06-20T17:52:57.489539,2022-09-19,87299.95,87600,84600,86352.8,86346.93,35699
dc38279b6591ea7dc6eae6d4c71feb73,2023-06-20T17:52:57.489539,2022-09-20,86994,87388,85055.55,85661,85655.17,17796
82d9c0f5675ceed57ffc633f036a11b4,2023-06-20T17:52:57.489539,2022-09-21,85899,86499,84003.95,84281.65,84275.92,17007
9fd2f4a868ada696fef6383990e3dbf9,2023-06-20T17:52:57.489539,2022-09-22,84600,85200,83400,84511.5,84505.75,14055
6c3dad5c3f893a83d77065bed78d3df6,2023-06-20T17:52:57.489539,2022-09-23,84900,85100,82169.9,82599.15,82593.53,16345
514b6b6bfa74ade6666b181caa3e5d80,2023-06-20T17:52:57.489539,2022-09-26,82399.5,82399.5,78689.95,79156.3,79150.92,17075
291691e3e6c26902066c042a6d469cbc,2023-06-20T17:52:57.489539,2022-09-27,79700.95,81446.3,79450,79831.05,79825.62,18319
1c13aab433c4474a64d4b2dc2180568c,2023-06-20T17:52:57.489539,2022-09-28,79825,81102.7,79311.45,80416.7,80411.23,15206
59f1fe571b535554b2428498cd546e16,2023-06-20T17:52:57.489539,2022-09-29,81103,81938.8,78800,79622,79616.58,16538
4b1e37438906c078c1b8283d2eaa8e2b,2023-06-20T17:52:57.489539,2022-09-30,80080,82131.1,79022.65,81654.55,81649,15688
a8af626200db7deb9a4a1ee31b319d3f,2023-06-20T17:52:57.489539,2022-10-03,82100,82100,80100,80624.25,80618.77,9872
57ef2a68e9c0cab097eb49ea376bb2cc,2023-06-20T17:52:57.489539,2022-10-04,81897,83000,81277.65,82825.45,82819.82,10705
18ddb8fe2060807fe3b25a935afc9168,2023-06-20T17:52:57.489539,2022-10-06,83238,83856.1,82253,82440.15,82434.54,10841
25c962786ed79ce09d1e64a3ca1c0f8b,2023-06-20T17:52:57.489539,2022-10-07,82499,82989.95,81803.05,82769.65,82764.02,8103
7439e20351570029c1c5d61b93b4405f,2023-06-20T17:52:57.489539,2022-10-10,81825,82700,81222,82302.1,82296.5,8792
3bdd7c4354a97b1cbe01e114595b4728,2023-06-20T17:52:57.489539,2022-10-11,82713.65,83082.95,80735.25,81081.05,81075.54,10869
cb466ee751e6bc0fe88288291c0a57cc,2023-06-20T17:52:57.489539,2022-10-12,81486.5,82636.05,81200.15,82481.7,82476.09,8355
0facb6f0ff77058d40e399ccb0222d41,2023-06-20T17:52:57.489539,2022-10-13,82369.85,82700,81700,82112.35,82106.76,8430
bfbef82833b667d2fe1eb3d18540c1f9,2023-06-20T17:52:57.489539,2022-10-14,82990,83200,81010.3,81350.15,81344.62,7118
8c1abe766da1091702501c7a622761bd,2023-06-20T17:52:57.489539,2022-10-17,81390,82641.05,80789.05,82267.95,82262.35,8749
f70c902d32593d5857054374a226adb6,2023-06-20T17:52:57.489539,2022-10-18,82670,83300,82426.75,83088.15,83082.5,5618
f911a7a587e67b21be5f59c78fbf194c,2023-06-20T17:52:57.489539,2022-10-19,83105,84500,82500,83149.45,83143.79,9220
b76364f9896715e2a7d203cb099d6bbb,2023-06-20T17:52:57.489539,2022-10-20,83100,84500,83100,84171.8,84166.07,12767
8f4d2146252e4299cb0bba89433b6d85,2023-06-20T17:52:57.489539,2022-10-21,84210.05,88187.9,84210.05,86224.8,86218.94,36192
5eb685587edf2784d766192ded32f85f,2023-06-20T17:52:57.489539,2022-10-24,87319,87932.2,85890,86291.55,86285.68,3801
fc16bc9ab77eb623af1da79c9663ddda,2023-06-20T17:52:57.489539,2022-10-25,86699,87700,86107.6,87342.85,87336.91,14532
80df2d5b482a61d91b8cf2ac2800a383,2023-06-20T17:52:57.489539,2022-10-27,88200,88299,86650,87362.85,87356.91,10885
8087adc758b595e917fa5996f9f595f5,2023-06-20T17:52:57.489539,2022-10-28,87360,89550,87299,89368.3,89362.22,26116
d03fe23ff79aeb75b0701a4f9cd032f4,2023-06-20T17:52:57.489539,2022-10-31,89368.3,91250,89300.05,90767,90760.83,16620
b57f26b9102dc1de9aa9df59f1c3fc46,2023-06-20T17:52:57.489539,2022-11-01,90800,92099.95,90300,90830.2,90824.02,14548
b385108bdab8b89d8fffdbb595ff9e29,2023-06-20T17:52:57.489539,2022-11-02,91189,91500,90408.35,90620.8,90614.64,11945
28186f6ef0a745c3cd289571bf72cbd7,2023-06-20T17:52:57.489539,2022-11-03,90575,91499,90300,90658.15,90651.98,8267
d8a78ec91c279dce0f9fc5b8e587ce82,2023-06-20T17:52:57.489539,2022-11-04,91000,91500,90500,91248.15,91241.94,6468
18357799e9a8c0438966dc5fa35f0e73,2023-06-20T17:52:57.489539,2022-11-07,91698,96000,91387.45,94900.1,94893.65,28285
b1cf22eeccba2b038424a3b227dda5bd,2023-06-20T17:52:57.489539,2022-11-09,91450,91999.45,85901.65,87017.45,87011.53,80686
958627b358d5ea1b1a7d5a881f9f2d2b,2023-06-20T17:52:57.489539,2022-11-10,87017.45,88347.8,85100,87468.65,87462.7,24162
